ACC_ID	PDBID	CHAINID	P_status
P08069	8pyk	AAA	NP
P08069	1jqh	A	NP
P08069	8pyi	GGG	NP
P08069	8pym	AAA	NP
P08069	8pyi	AAA	NP
P08069	3qqu	D	NP
P08069	3qqu	C	NP
P08069	5hzn	G	NP
P08069	5hzn	A	NP
P08069	5hzn	C	NP
P08069	5fxs	A	NP
P08069	3lw0	B	NP
P08069	3o23	A	NP
P08069	8pyi	EEE	NP
P08069	8pyi	DDD	NP
P08069	3nw5	A	NP
P08069	3lvp	C	NP
P08069	5fxr	A	NP
P08069	5hzn	F	NP
P08069	3lvp	B	NP
P08069	6jk8	B	NP
P08069	8pyi	CCC	NP
P08069	3lvp	D	NP
P08069	3nw7	A	NP
P08069	3lw0	A	NP
P08069	5hzn	H	NP
P08069	3lw0	C	NP
P08069	8pyi	FFF	NP
P08069	1m7n	B	NP
P08559	3exh	C	P
P08559	3exh	G	P
P08559	3exf	C	NP
P08559	1ni4	A	NP
P08559	3exg	C	NP
P08559	3exf	A	NP
P08559	3exg	S	NP
P08559	3exe	G	NP
P08559	3exg	Y	NP
P08559	3exg	W	NP
P08559	3exg	I	NP
P08559	6cer	A	NP
P08559	6cfo	A	NP
P08559	3exg	5	NP
P08559	3exg	G	NP
P08559	3exg	3	NP
P08559	3exf	E	NP
P08559	1ni4	C	NP
P08559	3exg	K	NP
P08559	3exg	E	NP
P08559	3exg	A	NP
P08559	3exe	E	NP
P08559	6cer	C	NP
P08559	3exe	C	NP
P08559	3exg	1	NP
P08559	3exg	U	NP
P08559	3exe	A	NP
P08559	6cer	E	NP
P08559	2ozl	C	NP
P08559	2ozl	A	NP
P08559	3exf	G	NP
P08559	3exg	Q	NP
P08559	3exg	M	NP
P08559	6cfo	C	NP
P08559	3exh	A	NP
P08581	3q6w	A	P
P08581	3r7o	A	P
P08581	4iwd	A	P
P08581	8au3	B	NP
P08581	2rfn	B	NP
P08581	3u6h	A	NP
P08581	8gvj	A	NP
P08581	3u6i	A	NP
P08581	3ccn	A	NP
P08581	8ouu	A	NP
P08581	4r1y	A	NP
P08581	3efk	B	NP
P08581	5hti	A	NP
P08581	7mo8	B	NP
P08581	2rfn	A	NP
P08581	6sdc	A	NP
P08581	7b3t	A	NP
P08581	3qti	B	NP
P08581	8ov7	A	NP
P08581	5t3q	A	NP
P08581	8au5	A	NP
P08581	4deg	A	NP
P08581	4xyf	A	NP
P08581	2wgj	A	NP
P08581	7y4t	A	NP
P08581	7mo7	B	NP
P08581	8ouu	B	NP
P08581	7v3r	A	NP
P08581	3rhk	B	NP
P08581	3cth	A	NP
P08581	7b42	A	NP
P08581	3ce3	A	NP
P08581	5eyc	A	NP
P08581	3cd8	A	NP
P08581	7b3z	A	NP
P08581	3vw8	A	NP
P08581	4ap7	A	NP
P08581	7mo7	E	NP
P08581	3efj	B	NP
P08581	6sde	A	NP
P08581	5hor	A	NP
P08581	4r1v	A	NP
P08581	3i5n	A	NP
P08581	7b44	A	NP
P08581	8aw1	B	NP
P08581	8aw1	A	NP
P08581	7b3q	A	NP
P08581	3f66	A	NP
P08581	3c1x	A	NP
P08581	8ouv	B	NP
P08581	8ovz	B	NP
P08581	3dkc	A	NP
P08581	5eyd	A	NP
P08581	4knb	A	NP
P08581	3q6u	A	NP
P08581	2wd1	A	NP
P08581	2g15	A	NP
P08581	7b43	A	NP
P08581	4gg7	A	NP
P08581	3zze	A	NP
P08581	7b43	B	NP
P08581	6ubw	A	NP
P08581	4dei	A	NP
P08581	4eev	A	NP
P08581	7mo9	E	NP
P08581	8ans	A	NP
P08581	1r1w	A	NP
P08581	3f82	A	NP
P08581	7b3v	A	NP
P08581	5hni	Y	NP
P08581	3ctj	A	NP
P08581	3rhk	A	NP
P08581	7b3w	A	NP
P08581	4xmo	A	NP
P08581	6sdd	A	NP
P08581	5dg5	B	NP
P08581	8an8	B	NP
P08581	4knb	C	NP
P08581	3zc5	A	NP
P08581	3dkg	A	NP
P08581	7mob	D	NP
P08581	4knb	B	NP
P08581	3lq8	A	NP
P08581	2rfs	A	NP
P08581	7b41	A	NP
P08581	7y4u	A	NP
P08581	5eob	A	NP
P08581	3dkf	A	NP
P08581	5ya5	A	NP
P08581	7b40	A	NP
P08581	3efk	A	NP
P08581	4mxc	A	NP
P08581	4gg5	A	NP
P08581	8owg	B	NP
P08581	7v3s	A	NP
P08581	3f66	B	NP
P08581	3zcl	A	NP
P08581	8au3	A	NP
P08581	3a4p	A	NP
P08581	3zbx	A	NP
P08581	8ovz	A	NP
P08581	5dg5	A	NP
P08581	4deh	A	NP
P08581	8an8	A	NP
P08581	3efj	A	NP
P08581	3zxz	A	NP
P08581	2wkm	A	NP
P08581	8ouv	A	NP
P08581	4aoi	A	NP
P08581	7moa	E	NP
P08581	6sd9	A	NP
P08581	3l8v	A	NP
P08581	5hlw	A	NP
P08581	1r0p	A	NP
P08581	3qti	A	NP
P08631	1ad5	A	P
P08631	1ad5	B	P
P08631	1qcf	A	P
P08631	2c0i	A	P
P08631	2c0i	B	P
P08631	2c0o	A	P
P08631	2c0o	B	P
P08631	2c0t	A	P
P08631	2c0t	B	P
P08631	2hck	A	P
P08631	2hck	B	P
P08631	3vry	A	P
P08631	3vry	B	P
P08631	3vrz	A	P
P08631	3vrz	B	P
P08631	3vs0	A	P
P08631	3vs0	B	P
P08631	3vs1	A	P
P08631	3vs1	B	P
P08631	3vs2	A	P
P08631	3vs2	B	P
P08631	3vs3	A	P
P08631	3vs3	B	P
P08631	3vs4	A	P
P08631	3vs4	B	P
P08631	3vs5	A	P
P08631	3vs5	B	P
P08631	3vs6	A	P
P08631	3vs6	B	P
P08631	3vs7	A	P
P08631	3vs7	B	P
P08631	4lud	A	P
P08631	4lud	B	P
P08631	4lue	A	P
P08631	4lue	B	P
P08631	5h09	A	P
P08631	5h0b	A	P
P08631	5h0e	A	P
P08631	5h0g	A	P
P08631	5h0h	A	P
P08631	5zj6	B	NP
P08631	5zj6	A	NP
P08631	2hk5	A	NP
P09803	1i7w	B	P
P09803	1i7w	D	P
P09803	3ifq	C	P
P09803	3ifq	D	P
P09803	3q2v	A	NP
P0CG48	5oxh	A	P
P0CG48	6n13	A	P
P0CG48	8pql	U	NP
P0CG48	8q7r	U	NP
P0DMV8	6fhk	A	P
P0DMV8	6fhk	B	P
P0DMV8	5mks	A	NP
P0DMV8	3a8y	B	NP
P0DMV8	4io8	A	NP
P0DMV8	7q4r	A	NP
P0DMV8	6zyi	A	NP
P0DMV8	3atv	A	NP
P0DMV8	3d2f	B	NP
P0DMV8	1s3x	A	NP
P0DMV8	3a8y	A	NP
P0DMV8	5bn8	A	NP
P0DMV8	5ar0	A	NP
P0DMV8	5mkr	A	NP
P0DMV8	5bpn	A	NP
P0DMV8	5bpm	A	NP
P0DMV8	5bpl	A	NP
P0DMV8	3d2f	D	NP
P0DMV8	5aqw	A	NP
P0DMV8	3jxu	A	NP
P0DMV8	5aqz	A	NP
P0DMV8	6g3r	A	NP
P0DMV8	7kw7	D	NP
P0DMV8	3ay9	A	NP
P0DMV8	6g3s	A	NP
P0DMV8	3d2e	B	NP
P0DMV8	3atu	A	NP
P0DMV8	2e88	A	NP
P0DMV8	1hjo	A	NP
P0DMV8	5bn9	A	NP
P0DMV8	2e8a	A	NP
P0DMV8	3d2e	D	NP
P0DMV8	5aqy	A	NP
P0DMV8	5aqx	A	NP
P0DMV8	7fgm	A	NP
P10721	1pkg	A	P
P10721	1pkg	B	P
P10721	6itv	A	P
P10721	6itv	A	P
P10721	6xv9	A	NP
P10721	8pqd	A	NP
P10721	8pqc	B	NP
P10721	6gqm	B	NP
P10721	8dfm	A	NP
P10721	6itt	B	NP
P10721	8pqg	C	NP
P10721	6kla	A	NP
P10721	6mob	A	NP
P10721	8pqa	A	NP
P10721	8pq9	A	NP
P10721	6gql	B	NP
P10721	6xva	A	NP
P10721	8dfq	A	NP
P10721	8pqe	A	NP
P10721	6gqk	A	NP
P10721	7khg	A	NP
P10721	6gqj	A	NP
P10721	8dfp	A	NP
P10721	8pqb	A	NP
P10721	3g0e	A	NP
P10721	6xv9	B	NP
P10721	1t46	A	NP
P10721	6gql	A	NP
P10721	4hvs	A	NP
P10721	8pqe	B	NP
P10721	3g0f	B	NP
P10721	8pqf	C	NP
P10721	3g0f	A	NP
P10721	6gqm	A	NP
P10721	8pqd	B	NP
P10721	8pqg	A	NP
P10721	6xvb	B	NP
P10721	1t45	A	NP
P10721	8pqa	C	NP
P10721	7zy6	A	NP
P10721	6gqj	B	NP
P10721	6hh1	A	NP
P10721	6xva	B	NP
P10721	7khk	A	NP
P10721	4u0i	A	NP
P10721	7khj	A	NP
P10721	8pq9	C	NP
P10721	8pqc	A	NP
P10721	7zw8	A	NP
P10721	6xvb	A	NP
P10721	6gqk	B	NP
P10721	6itt	A	NP
P10721	8pqf	A	NP
P11309	1yhs	A	P
P11309	1yi3	A	P
P11309	1yi4	A	P
P11309	2bik	B	P
P11309	2bzi	B	P
P11309	2obj	A	P
P11309	2xix	A	P
P11309	2xiy	A	P
P11309	2xiz	A	P
P11309	2xj1	A	P
P11309	2xj2	A	P
P11309	3bgp	A	P
P11309	3bgq	A	P
P11309	3bgz	A	P
P11309	3cy3	A	P
P11309	3dcv	A	P
P11309	3f2a	A	P
P11309	3ma3	A	P
P11309	3t9i	A	P
P11309	4a7c	A	P
P11309	4bzn	A	P
P11309	4bzo	A	P
P11309	4i41	A	P
P11309	4iaa	A	P
P11309	4n6y	A	P
P11309	4n6z	A	P
P11309	4n70	A	P
P11309	4rbl	A	P
P11309	4rc2	A	P
P11309	4rc3	A	P
P11309	4rc4	A	P
P11309	4xhk	B	P
P11309	5dwr	A	P
P11309	5iis	A	P
P11309	5n51	A	P
P11309	5n5l	A	P
P11309	5n5m	A	P
P11309	5o11	A	P
P11309	5o12	A	P
P11309	5o13	A	P
P11309	6kzi	A	P
P11309	6l11	A	P
P11309	6l12	A	P
P11309	6l13	A	P
P11309	6l14	A	P
P11309	6l15	A	P
P11309	6l16	A	P
P11309	6l17	A	P
P11309	6pdn	A	P
P11309	6ykd	A	P
P11309	7qb2	A	P
P11309	7qfm	A	P
P11309	7xsv	A	P
P11309	7z6u	A	P
P11309	7zun	A	P
P11309	8afr	A	P
P11309	8r10	A	P
P11309	8r18	A	P
P11309	8r1n	A	P
P11309	8r1p	A	P
P11309	8r1t	A	P
P11309	4ll5	A	NP
P11309	5kgd	A	NP
P11309	4lmu	A	NP
P11309	4k1b	A	NP
P11309	1xws	A	NP
P11309	3vbw	A	NP
P11309	3vbq	A	NP
P11309	2bil	B	NP
P11309	4wrs	A	NP
P11309	4mta	A	NP
P11309	5dia	A	NP
P11309	5n4n	A	NP
P11309	5tur	A	NP
P11309	5vub	B	NP
P11309	5kgk	A	NP
P11309	6ayd	A	NP
P11309	3c4e	C	NP
P11309	2o64	A	NP
P11309	5kcx	A	NP
P11309	3r01	A	NP
P11309	4as0	A	NP
P11309	4wt6	A	NP
P11309	3c4e	B	NP
P11309	5n4o	A	NP
P11309	3c4e	A	NP
P11309	5ndt	A	NP
P11309	2bzk	B	NP
P11309	2bzj	A	NP
P11309	5kzi	A	NP
P11309	3r00	A	NP
P11309	3cxw	A	NP
P11309	1yxv	A	NP
P11309	4lm5	A	NP
P11309	2oi4	X	NP
P11309	1xr1	A	NP
P11309	1yxs	A	NP
P11309	1yxu	B	NP
P11309	3vbv	A	NP
P11309	1yxu	C	NP
P11309	6pdi	A	NP
P11309	3we8	A	NP
P11309	5toe	A	NP
P11309	4k0y	A	NP
P11309	5v80	A	NP
P11309	7oov	A	NP
P11309	1xqz	A	NP
P11309	5n4u	A	NP
P11309	5dhj	A	NP
P11309	6no8	A	NP
P11309	5mzl	A	NP
P11309	7oow	A	NP
P11309	5n4y	A	NP
P11309	5vua	B	NP
P11309	5tex	A	NP
P11309	2o3p	A	NP
P11309	3r04	A	NP
P11309	3uix	A	NP
P11309	6no9	A	NP
P11309	5kgi	A	NP
P11309	2bzh	B	NP
P11309	1yxx	A	NP
P11309	2c3i	B	NP
P11309	3vby	A	NP
P11309	4ty1	A	NP
P11309	5n4v	A	NP
P11309	6pcw	A	NP
P11309	5n4x	A	NP
P11309	2xj0	A	NP
P11309	3jxw	A	NP
P11309	5n4r	A	NP
P11309	5eol	A	NP
P11309	3qf9	A	NP
P11309	4xh6	A	NP
P11309	5n52	A	NP
P11309	6bsk	A	NP
P11309	4alu	A	NP
P11309	5kge	A	NP
P11309	5c1q	B	NP
P11309	3cy2	A	NP
P11309	6vru	A	NP
P11309	3jpv	A	NP
P11309	2j2i	B	NP
P11309	4jx3	A	NP
P11309	5kgg	A	NP
P11309	1yxu	A	NP
P11309	4k18	A	NP
P11309	6pdp	A	NP
P11309	5n4z	A	NP
P11309	1yxu	D	NP
P11309	4wsy	A	NP
P11309	3jya	A	NP
P11309	3c4e	D	NP
P11309	6vrv	A	NP
P11309	4alv	A	NP
P11309	4alw	A	NP
P11309	5n50	A	NP
P11309	3vc4	A	NP
P11309	6mt0	A	NP
P11309	3bwf	A	NP
P11309	1ywv	A	NP
P11309	5tel	A	NP
P11309	6qxk	B	NP
P11309	3jy0	A	NP
P11309	7oox	A	NP
P11309	2o65	A	NP
P11309	3vbt	A	NP
P11309	5ipj	A	NP
P11309	2o63	A	NP
P11309	4enx	A	NP
P11309	3umw	A	NP
P11309	4jx7	A	NP
P11309	3umx	A	NP
P11309	4dtk	A	NP
P11309	3vbx	A	NP
P11309	1yxt	A	NP
P11309	4gw8	A	NP
P11309	4rpv	A	NP
P11309	4eny	A	NP
P11309	3r02	A	NP
P11309	3a99	A	NP
P11309	6pdo	A	NP
P11309	4mbi	A	NP
P11309	5v82	A	NP
P11309	7vsy	A	NP
P11309	5dgz	A	NP
P11309	5vuc	B	NP
P11309	4mbl	A	NP
P11362	3gqi	A	P
P11362	8jmz	B	NP
P11362	5am6	B	NP
P11362	6p68	A	NP
P11362	1fgi	A	NP
P11362	4nka	A	NP
P11362	3rhx	A	NP
P11362	7ozd	BBB	NP
P11362	6c1o	A	NP
P11362	4rwj	A	NP
P11362	5vnd	B	NP
P11362	3gql	B	NP
P11362	3c4f	A	NP
P11362	4f64	B	NP
P11362	8yki	B	NP
P11362	1agw	B	NP
P11362	4rwj	B	NP
P11362	8jmz	A	NP
P11362	4rwi	A	NP
P11362	3kxx	A	NP
P11362	8y22	A	NP
P11362	5zv2	A	NP
P11362	5ew8	B	NP
P11362	5o4a	B	NP
P11362	5am6	A	NP
P11362	4nks	B	NP
P11362	5b7v	A	NP
P11362	4f63	A	NP
P11362	4v01	A	NP
P11362	5flf	A	NP
P11362	6c1c	A	NP
P11362	6p68	C	NP
P11362	5flf	B	NP
P11362	4zsa	B	NP
P11362	5z0s	B	NP
P11362	4f65	B	NP
P11362	3kxx	D	NP
P11362	8xz7	B	NP
P11362	1fgk	A	NP
P11362	5a46	B	NP
P11362	7ozb	AAA	NP
P11362	4rwi	B	NP
P11362	5flf	C	NP
P11362	3kxx	C	NP
P11362	4rwk	B	NP
P11362	6itj	A	NP
P11362	6c18	A	NP
P11362	4uwb	B	NP
P11362	5b7v	B	NP
P11362	5o49	A	NP
P11362	6itj	B	NP
P11362	4nk9	B	NP
P11362	4rwk	A	NP
P11362	5o49	B	NP
P11362	7ozd	AAA	NP
P11362	4uwc	B	NP
P11362	7ozb	BBB	NP
P11362	3gql	A	NP
P11362	4nka	B	NP
P11362	2fgi	A	NP
P11362	3kxx	B	NP
P11362	6p69	B	NP
P11362	6c1b	A	NP
P11362	4wun	A	NP
P11362	6mzq	A	NP
P11362	6p69	A	NP
P11362	3ky2	B	NP
P11362	3tt0	A	NP
P11362	5a4c	A	NP
P11362	5ur1	B	NP
P11362	5z0s	A	NP
P11362	4v01	B	NP
P11362	3rhx	B	NP
P11362	5zv2	B	NP
P11362	6p68	B	NP
P11362	1fgi	B	NP
P11362	5am7	B	NP
P11362	3js2	A	NP
P11362	8xz7	A	NP
P11362	4zsa	A	NP
P11362	6nvl	A	NP
P11362	4f63	B	NP
P11362	8xlo	B	NP
P11362	6c19	A	NP
P11362	3js2	B	NP
P11362	6mzw	A	NP
P11362	5ur1	A	NP
P11362	3ky2	A	NP
P11362	2fgi	B	NP
P11362	5o4a	A	NP
P11362	5vnd	A	NP
P11362	1fgk	B	NP
P11362	5uq0	B	NP
P11362	4uwc	A	NP
P11362	6nvl	C	NP
P11362	4uwb	A	NP
P11362	1agw	A	NP
P11362	3c4f	B	NP
P11362	7ozf	BBB	NP
P11362	8y22	B	NP
P11362	7wcl	B	NP
P11362	4rwl	B	NP
P11362	5a46	A	NP
P11362	7ozf	AAA	NP
P11362	4rwl	A	NP
P11362	5a4c	B	NP
P11362	6nvl	D	NP
P11362	7wcl	A	NP
P11362	8xlo	A	NP
P11362	4f65	A	NP
P11362	4uwy	A	NP
P11362	4nk9	A	NP
P11362	4f64	A	NP
P11362	5am7	A	NP
P11362	5ew8	A	NP
P11362	5flf	D	NP
P11387	1a31	A	P
P11387	1k4s	A	P
P11387	1k4t	A	P
P11387	1nh3	A	P
P11387	1rr8	C	P
P11387	1rrj	A	P
P11387	1sc7	A	P
P11387	1seu	A	P
P11387	1t8i	A	P
P11387	1tl8	A	P
P11387	1a36	A	NP
P11387	1a35	A	NP
P11387	1r49	A	NP
P11387	1lpq	A	NP
P11802	7sj3	A	P
P11802	2w9z	B	NP
P11802	5fwk	K	NP
P11802	5fwm	K	NP
P11802	2w9f	B	NP
P11802	2w96	B	NP
P11802	3g33	C	NP
P11802	2w99	B	NP
P11802	6p8e	B	NP
P11802	6p8f	B	NP
P11802	5fwp	K	NP
P11802	6p8g	B	NP
P11802	6p8h	B	NP
P11802	3g33	A	NP
P11802	5fwl	K	NP
P12694	1x80	A	P
P12694	2beu	A	NP
P12694	2bew	A	NP
P12694	1v16	A	NP
P12694	2bfd	A	NP
P12694	1x7z	A	NP
P12694	1v11	A	NP
P12694	1x7x	A	NP
P12694	2j9f	A	NP
P12694	1x7w	A	NP
P12694	2bfb	A	NP
P12694	1v1m	A	NP
P12694	1olx	A	NP
P12694	1ols	A	NP
P12694	1x7y	A	NP
P12694	1u5b	A	NP
P12694	2j9f	C	NP
P12694	2bff	A	NP
P12694	2bfe	A	NP
P12694	2bev	A	NP
P12694	1wci	A	NP
P12694	2bfc	A	NP
P12694	1dtw	A	NP
P12931	1fmk	A	P
P12931	1ksw	A	P
P12931	1yi6	A	P
P12931	1yi6	B	P
P12931	2h8h	A	P
P12931	2src	A	P
P12931	4k11	A	P
P12931	2bdf	A	NP
P12931	1yom	A	NP
P12931	1yol	A	NP
P12931	8jf3	A	NP
P12931	8jn8	A	NP
P12931	4mxz	A	NP
P12931	8haq	B	NP
P12931	4mxz	B	NP
P12931	6e6e	G	NP
P12931	2bdf	B	NP
P12931	7ng7	A	NP
P12931	4mxx	A	NP
P12931	7ote	A	NP
P12931	1yom	B	NP
P12931	6e6e	H	NP
P12931	4mxx	B	NP
P12931	4mxo	A	NP
P12931	6e6e	C	NP
P12931	1yol	B	NP
P12931	6e6e	F	NP
P12931	4mxy	B	NP
P12931	1y57	A	NP
P12931	6e6e	B	NP
P12931	6e6e	D	NP
P12931	2bdj	A	NP
P12931	6e6e	A	NP
P12931	4mxy	A	NP
P12931	7ote	B	NP
P12931	4mxo	B	NP
P12931	1yoj	A	NP
P12931	6e6e	E	NP
P12931	8jn9	A	NP
P12931	6ate	A	NP
P13807	7q0b	B	P
P13807	7q0b	C	P
P13807	7q0s	B	P
P13807	7q0s	C	P
P13807	7zbn	B	P
P13807	7zbn	D	P
P13807	7q13	B	NP
P13807	7q12	B	NP
P13807	7q12	C	NP
P13807	7q0s	A	NP
P13807	7q0b	A	NP
P13807	7q13	D	NP
P13807	7zbn	C	NP
P13807	7q12	A	NP
P13807	7q0b	D	NP
P13807	7q12	D	NP
P13807	7q0s	D	NP
P13807	7q13	A	NP
P13807	7zbn	A	NP
P13807	7q13	C	NP
P15056	6nyb	A	P
P15056	6q0j	A	P
P15056	6q0j	B	P
P15056	6q0k	A	P
P15056	6q0k	B	P
P15056	6q0t	A	P
P15056	6q0t	B	P
P15056	6u2h	C	P
P15056	6u2h	D	P
P15056	6uan	B	P
P15056	6uan	C	P
P15056	6xag	C	P
P15056	6xag	D	P
P15056	7mfd	A	P
P15056	7mfe	A	P
P15056	7mff	A	P
P15056	7mff	B	P
P15056	8dgs	A	P
P15056	8dgt	A	P
P15056	7zr5	K	NP
P15056	7zr6	K	NP
P15056	4mnf	B	NP
P15056	7zr0	K	NP
P15056	4mnf	A	NP
P15693	4kjd	A	P
P15693	4kjd	B	P
P15693	4kjg	A	NP
P15693	4kjg	B	NP
P19174	4ey0	A	P
P19174	4ey0	B	P
P19174	4ey0	C	P
P19174	4ey0	D	P
P19174	4fbn	A	NP
P19525	2a19	B	P
P19525	2a19	C	P
P19525	2a1a	B	P
P19525	6d3k	B	NP
P19525	3uiu	B	NP
P19525	6d3k	C	NP
P19525	8qel	B	NP
P21554	8wu1	R	P
P21554	8ghv	D	NP
P21554	7wv9	R	NP
P21554	9erx	R	NP
P21554	6n4b	R	NP
P21675	4rgw	A	P
P21675	5fur	G	P
P21675	5fur	G	P
P21675	7egd	A	NP
P21675	7egc	A	NP
P21675	7ege	A	NP
P21675	7enc	DA	NP
P21675	7ega	A	NP
P21675	8waq	A	NP
P21675	8gxs	DA	NP
P21675	8wal	A	NP
P21675	8wak	A	NP
P21675	7eg9	A	NP
P21675	6mzd	A	NP
P21675	8war	A	NP
P21675	7egb	A	NP
P21802	2pvf	A	P
P21802	3cly	A	P
P21802	5eg3	A	P
P21802	6agx	A	P
P21802	6agx	B	P
P21802	6agx	C	P
P21802	6agx	D	P
P21802	6lvk	A	P
P21802	6lvk	B	P
P21802	6v6q	A	P
P21802	6v6q	B	P
P21802	6v6q	C	P
P21802	6v6q	D	P
P21802	8e1x	A	P
P21802	8e1x	B	P
P21802	8h75	A	P
P21802	8h75	B	P
P21802	8h75	C	P
P21802	8h75	D	P
P21802	6lvl	B	NP
P21802	4j99	A	NP
P21802	7kia	A	NP
P21802	2psq	A	NP
P21802	5uhn	B	NP
P21802	2pz5	B	NP
P21802	4j96	A	NP
P21802	5ugl	A	NP
P21802	2q0b	A	NP
P21802	2pz5	A	NP
P21802	5ugx	B	NP
P21802	7kie	B	NP
P21802	3b2t	A	NP
P21802	2pzp	B	NP
P21802	5ugl	B	NP
P21802	2pzr	A	NP
P21802	4j95	B	NP
P21802	2pwl	A	NP
P21802	2pvy	B	NP
P21802	4j98	A	NP
P21802	2py3	A	NP
P21802	2pzr	B	NP
P21802	7ozy	BBB	NP
P21802	5ui0	A	NP
P21802	5uhn	A	NP
P21802	5ui0	B	NP
P21802	2pwl	B	NP
P21802	3ri1	B	NP
P21802	3ri1	A	NP
P21802	2pvy	C	NP
P21802	8stg	A	NP
P21802	4j99	B	NP
P21802	8stg	B	NP
P21802	4j98	B	NP
P21802	4j95	C	NP
P21802	4j99	C	NP
P21802	2pvy	D	NP
P21802	8swe	A	NP
P21802	7kie	A	NP
P21802	2pvy	A	NP
P21802	4j96	B	NP
P21802	2psq	B	NP
P21802	8swe	B	NP
P21802	6lvl	A	NP
P21802	4j97	D	NP
P21802	5ugx	A	NP
P21802	7kia	B	NP
P21802	4j97	A	NP
P21802	1gjo	A	NP
P21802	4j95	A	NP
P21802	4j99	D	NP
P21802	7ozy	AAA	NP
P21802	2pzp	A	NP
P21802	1oec	A	NP
P21802	3b2t	B	NP
P21802	4j95	D	NP
P21802	8u1f	B	NP
P21802	4j97	C	NP
P21802	4j97	B	NP
P21802	2py3	B	NP
P21802	2q0b	B	NP
P22413	6wet	AaA	P
P22413	6wet	BaB	P
P22413	6wev	BbB	NP
P22413	6wev	AbA	NP
P22413	6wfj	BcB	NP
P22413	6wew	BaB	NP
P22413	6weu	BbB	NP
P22413	6weu	AbA	NP
P22413	6wfj	AcA	NP
P22413	6wew	AbA	NP
P22607	6lvm	A	P
P22607	7dhl	A	P
P22607	8udv	C	NP
P22607	8udt	A	NP
P22607	4k33	A	NP
P22607	6pnx	B	NP
P22607	8udt	B	NP
P22607	8udu	A	NP
P22607	6pnx	A	NP
P22607	8udv	B	NP
P22607	8udt	C	NP
P22607	8udu	B	NP
P22607	8udv	A	NP
P22681	4a49	A	P
P22681	4a4b	A	P
P22681	4a4c	A	P
P22681	5o76	A	P
P22681	5o76	C	P
P22681	2y1m	C	NP
P22681	1fbv	A	NP
P22681	5j3x	E	NP
P22681	5j3x	A	NP
P22681	5j3x	C	NP
P22681	2y1n	A	NP
P22681	5hkx	A	NP
P22681	2y1m	D	NP
P22681	2y1m	F	NP
P22681	2y1m	A	NP
P22681	5j3x	D	NP
P22681	2y1n	C	NP
P22681	2k4d	A	NP
P22681	5j3x	B	NP
P22681	5j3x	F	NP
P22681	2y1m	B	NP
P22681	2y1m	E	NP
P23443	3a62	A	P
P23443	3we4	A	P
P23443	3wf5	A	P
P23443	3wf6	A	P
P23443	3wf7	A	P
P23443	3wf8	A	P
P23443	3wf9	A	P
P23443	4l46	A	P
P23443	7n91	A	P
P23443	7n91	B	P
P23443	7n93	A	P
P23443	7n93	B	P
P23443	3a60	A	NP
P23443	4rlo	A	NP
P23443	4l43	A	NP
P23443	4l45	A	NP
P23443	3a61	A	NP
P23443	4l44	A	NP
P23443	4l3j	A	NP
P23443	4rlp	A	NP
P23443	4l3l	A	NP
P23528	5hvk	B	P
P23528	3j0s	Q	NP
P23528	3j0s	P	NP
P23528	6vao	F	NP
P23528	3j0s	T	NP
P23528	6vao	G	NP
P23528	3j0s	O	NP
P23528	1q8x	A	NP
P23528	3j0s	W	NP
P23528	6uc0	I	NP
P23528	6uc4	M	NP
P23528	6uc4	I	NP
P23528	6vao	I	NP
P23528	6vao	H	NP
P23528	3j0s	V	NP
P23528	3j0s	M	NP
P23528	4bex	1	NP
P23528	5l6w	C	NP
P23528	6uc4	O	NP
P23528	3j0s	R	NP
P23528	6uc4	P	NP
P23528	3j0s	N	NP
P23528	3j0s	X	NP
P23528	3j0s	U	NP
P23528	3j0s	S	NP
P23528	6vao	J	NP
P23528	6uc4	N	NP
P23528	5hvk	D	NP
P23528	1q8g	A	NP
P23528	6uby	I	NP
P24941	1e9h	A	P
P24941	1e9h	C	P
P24941	1fq1	B	P
P24941	1gy3	A	P
P24941	1gy3	C	P
P24941	1h1p	A	P
P24941	1h1p	C	P
P24941	1h1q	A	P
P24941	1h1q	C	P
P24941	1h1r	A	P
P24941	1h1r	C	P
P24941	1h1s	A	P
P24941	1h1s	C	P
P24941	1h24	A	P
P24941	1h24	C	P
P24941	1h25	A	P
P24941	1h25	C	P
P24941	1h26	A	P
P24941	1h26	C	P
P24941	1h27	A	P
P24941	1h27	C	P
P24941	1h28	A	P
P24941	1h28	C	P
P24941	1jst	A	P
P24941	1jst	C	P
P24941	1jsu	A	P
P24941	1ogu	A	P
P24941	1ogu	C	P
P24941	1oi9	A	P
P24941	1oi9	C	P
P24941	1oiu	A	P
P24941	1oiu	C	P
P24941	1oiy	A	P
P24941	1oiy	C	P
P24941	1p5e	A	P
P24941	1p5e	C	P
P24941	1pkd	A	P
P24941	1pkd	C	P
P24941	1qmz	A	P
P24941	1qmz	C	P
P24941	1w98	A	P
P24941	2c6t	A	P
P24941	2c6t	C	P
P24941	2cch	A	P
P24941	2cch	C	P
P24941	2cci	A	P
P24941	2cci	C	P
P24941	2cjm	A	P
P24941	2cjm	C	P
P24941	2g9x	A	P
P24941	2g9x	C	P
P24941	2iw6	A	P
P24941	2iw6	C	P
P24941	2iw8	A	P
P24941	2iw8	C	P
P24941	2iw9	A	P
P24941	2iw9	C	P
P24941	2jgz	A	P
P24941	2uzb	A	P
