ACC_ID	PDB_Structures
O75964	8h9s_S,8h9q_S,8khf_S,8h9m_S,8h9t_S,8h9f_S,8ki3_S,8h9v_S,8h9j_S,8h9u_S
P49862	2qxj_A,6shh_H,6sju_H,6shh_D,6y4s_A,6shi_G,6sju_C,6shh_B,6shh_C,6shh_F,6shi_A,6shi_F,5y9l_A,6shi_H,5yjk_A,6shi_C,6y4s_B,6shh_A,6shi_E,2qxh_A,3bsq_A,6shh_E,5fah_A,6sju_B,6shi_D,2qxg_A,6y4s_C,3bsq_C,6shh_G,6sju_F,6sju_E,6sju_A,2qxi_A,6shi_B,6sju_G,6sju_D,3bsq_B,2qxg_B
P45452	4fu4_C,4g0d_Y,4g0d_X,4g0d_Z,4fu4_D,1xur_B,3wv1_A,2ozr_H,4jp4_B,3i7g_B,1fls_A,7ju8_A,7ju8_B,3kry_C,5b5o_A,5b5p_A,5bot_B,3zxh_B,3zxh_A,2e2d_A,2pjt_B,2ow9_A,456c_B,5b5p_B,3kej_B,5b5o_B,456c_A,1xuc_B,830c_B,3wv1_B,3i7i_B,1xud_A,1xur_A,4jpa_B,1ztq_A,3kek_A,3kry_D,2yig_A,5boy_A,3ljz_D,4l19_A,3i7i_A,4a7b_B,5bpa_B,1you_B,2ow9_B,5uwm_A,2d1n_A,2ozr_F,3elm_B,4l19_B,5bot_A,3ljz_C,1xuc_A,5uwn_A,3wv3_B,3kek_B,3o2x_B,3kry_B,3o2x_A,5uwl_A,2ozr_E,3o2x_D,2pjt_A,3wv2_B,3o2x_C,5uwn_E,1ztq_D,5uwn_C,2yig_B,2ozr_A,2ozr_C,3kec_B,5uwk_A,5uwm_B,3tvc_A,5uwl_B,3kry_A,2ozr_D,3kej_A,4jp4_A,1fm1_A,4jpa_A,1ztq_B,1xud_B,3ljz_A,1you_A,3kec_A,3wv2_A,3wv3_A,5uwn_B,1eub_A,2ozr_G,3ljz_B,5uwk_B,2d1n_B,1ztq_C,4a7b_A,3elm_A,830c_A,2pjt_C,6hv2_A,2pjt_D,2ozr_B,5uwn_D,5bpa_A,5boy_B,3i7g_A,4fvl_B,4g0d_D,4fvl_A,4g0d_A,4fu4_B,4fu4_A,1pex_A,4g0d_B,4g0d_C
Q6P6M7	3bcb_A,3bc8_A,3bca_A
O60259	5ms3_A,5ms4_D,5ms4_C,5ms4_B,5ms4_A
P78417	3lfl_A,3vln_A,6mhd_B,4yqv_A,4yqv_C,4yqu_A,4yqm_C,6mhc_A,4yqu_B,6mhb_D,4yqv_B,6mhb_E,1eem_A,4yqm_B,6pnn_A,6mhb_B,5v3q_A,6mhc_B,6mhd_A,5yvn_A,3lfl_B,6pnm_A,6pno_A,5yvo_A,4is0_A,4yqm_A,6mhb_C,6mhb_F,3lfl_C,5ueh_A,6mhb_A
P28472	4cof_C,4cof_D,7qn5_B,6huj_E,6qfa_A,7pbz_E,7qn6_C,7qne_B,7qn8_C,7qn6_A,7qnd_C,6hup_E,7qn7_D,6qfa_C,7qn5_D,6huo_B,4cof_E,7qnb_E,7qna_E,6huk_B,8pvb_A,6qfa_D,4cof_A,7pc0_E,7pbd_E,7qn9_C,7pc0_B,7qnc_D,4cof_B,7qn8_A,7qna_B,6qfa_B,6hug_E,6a96_D,7a5v_A,6i53_B,6a96_B,6qfa_E,6a96_C,7qnd_A,6a96_E,7qn7_C
P16277	1blj_A,1blk_A
Q13423	1djl_A,1u31_B,1djl_B,1pt9_A,1pt9_B,1u31_A
Q9CY16	7pnt_W,7pnu_W,7pnv_W,7pnw_W
B1AL88	7wji_D,7cm3_B,7sx4_B
Q9D439	8iyj_3,8i7r_H,8to0_3,8i7r_G,8iyj_4,8to0_4
P12785	2png_A
Q9H0M0	5hpt_D,6j1y_A,9eqk_B,5hpt_G,8ei4_A,9eqk_A,5hps_A,5hpt_A,1nd7_A,2op7_A
Q8N1G2	4n4a_A,4n48_A,8p4e_O,4n48_B,8w8f_b,4n49_A,8p4f_O
Q91ZR5	7eeb_A
P29400	5naz_A
P13639	6d9j_9,6z6n_CB,6z6m_CB,8xsx_CB,4v6x_Az
P20151	4nff_A,4nfe_A
Q5QGZ9	8jah_B,8w8t_B,8jah_A,8w8t_A,8w9j_C,8w9j_D
P28352	7cd6_A,7cd5_A
P06493	4yc3_A,6gu6_A,4yc6_G,6gu7_A,6gu2_A,4yc6_C,7nj0_B,4yc6_A,4yc6_E,4y72_A,5lqf_D,6gu7_E,6gu7_C,5lqf_A,6gu7_G,5hq0_A,6gu3_A,6gu4_A
Q9BVL2	7per_M,5ijo_S,5ijn_M,5ijn_S,7r5j_I0,7r5k_I2,7per_G,5ijn_G,7r5k_I1,7r5k_I0,7per_Y,5ijo_G,7r5k_I3,5ijo_M,7r5j_I3,7r5j_I1,7per_S,7r5j_I2,5ijo_Y,5ijn_Y,4jq5_F,4jo7_G,4jq5_L,4jo7_C,4jq5_D,4jo7_E,4jq5_B,4jo7_A,4jq5_C,4jq5_G,4jq5_K,4jq5_I,4jq5_H,4jq5_E,4jq5_A,4jo9_B,4jq5_J
Q9UHC9	7n4u_A,7n4v_B,7n4x_A,7n4u_B,7df8_A,7dfw_A,7n4v_A,3qnt_A
Q8TDY2	8soi_B,8srq_B,8srm_A,8srm_B,7eaa_D,7eaa_C,6gma_D,6gma_A,6gma_E,6gma_F,7czg_A,6gma_C,7czg_C,7d0e_A,7czm_B,7czm_A,7czg_D,7czg_B,6dce_A,6gma_B
P13498	8x2l_A,7u8g_B,8wej_A,8kei_A,8gz3_A
P20809	8dps_E,8dpu_Q,8dpw_A,8qy4_A,8dpt_B,6o4o_A,8dpt_E,8dpu_K,8dpu_N,8dpu_B,8qy4_D,8dpu_E,8dpu_H,8dpv_A,8dps_B,4mhl_A
P27659	6swa_B,7cpu_LB,7ls2_E2,7cpv_LB,7ls1_E2
P46844	1lc0_A,1lc3_A,1gcu_A
P07316	2jdf_A,2jdg_A
Q9H1D0	6e2f_A,6d7t_A,7s89_D,7k4f_A,7k4c_A,8fob_B,7s8c_B,6d7s_A,7k4c_D,6bo8_B,7k4e_C,8sp8_A,8sp8_C,6d7s_B,8fob_C,7k4b_B,6boa_C,7k4b_A,7s8b_A,7k4e_A,7k4d_C,7k4f_C,7k4c_C,7s88_B,7s8c_C,7k4b_C,8fob_D,7s89_C,6d7t_D,6bo9_A,8fob_A,7k4a_A,6bo9_B,6bo8_C,6d7s_D,8sp8_B,7k4a_B,6boa_A,7k4e_B,8foa_D,7k4d_A,6d7s_C,7k4d_B,7s8b_B,7s8c_A,6bo9_C,7s88_A,6boa_D,7k4d_D,7s89_A,7s8b_C,7s88_C,6boa_B,8sp8_D,7s89_B,8foa_C,7s8c_D,8foa_A,7k4a_C,6bo8_A,7k4b_D,7k4f_B,6bo8_D,7k4e_D,7k4f_D,6bo9_D,7s8b_D,6e2f_B,7k4c_B,6d7t_C,7s88_D,6d7t_B,6e2f_D,8foa_B,7k4a_D
Q15649	2yqq_A,5l85_A
P62906	5lks_Lz,8oj5_Lz,6lsr_A,6zm7_Lz,8fl4_BB,8fkx_BB,8oj0_Lz,8qfc_A,8y0w_Lz,8g61_Lz,8fkw_BB,8g60_Lz,6olg_Au,8fky_BB,6qzp_Lz,6lu8_A,6z6n_Lz,8ohd_Lz,8xsx_Lz,6lqm_A,4v6x_Cz,6zme_Lz,8idy_t,8ife_2l,6z6l_Lz,8fkv_BB,5aj0_Au,6zmi_Lz,8oj8_Lz,8fl2_BB,6z6m_Lz,4ug0_Lz,8fku_BB,8g5y_Lz,8inf_q,8ifd_2l,5t2c_l,6ip5_2l,8yop_Lz,8k2c_Lz,8xsy_Lz,8fkt_BB,8g6j_Lz,6y6x_Lz,6zmo_Lz,8fl3_BB
Q63155	3laf_A,5z5k_A
P35505	2hzy_B,1qcn_B,1qqj_A,1hyo_A,1qqj_B,1qco_A,1qcn_A,1qco_B,2hzy_A,1hyo_B
Q9GZN1	8x1c_K,8x19_K,8x15_K
Q15013	2qyf_B,6f0x_P
Q9NQX3	1jlj_B,1jlj_C,1jlj_A
Q9BZM5	8imy_D,8imx_D
Q8WUB8	7vdv_R,7y8r_R
Q96Q04	6seq_A
Q16537	8uwb_B,8uwb_E
Q9Z1R3	2xkl_A
Q61091	6tfm_B,4f0a_A,1ijy_B,6ahy_E,1ijy_A,6tfm_D,6tfm_C,6tfm_A,6tfb_B,8ctg_A,6ahy_A,6ahy_C,6tfb_A
Q8TED1	3kij_A,3cyn_A,3kij_C,3kij_B,3cyn_C,3cyn_B
P54253	4aqp_C,4aqp_B,4j2j_C,4aqp_A,1oa8_D,4apt_C,2m41_B,4j2l_B,1oa8_B,4apt_A,4aqp_D,1oa8_A,4apt_B,4apt_D,4j2j_A,1oa8_C,4j2l_A,4j2j_B
Q02294	4dex_B
P01859	4hag_A,4haf_B,7lus_A,4l4j_B,4haf_A,4l4j_A,7lus_B
P02768	7aai_AAA,1tf0_A,3a73_A,4l9q_A,3lu6_A,7wok_A,1hk3_A,4l9k_B,2bxg_B,2bxh_B,1hk2_A,7qfe_A,2xsi_A,3cx9_A,2bxa_A,4e99_A,8itt_A,1o9x_A,8yxb_B,1ha2_A,2xw1_A,6wuw_B,8ism_A,6m4r_B,2bxg_A,6zl1_A,3lu7_A,2vdb_A,5id7_A,3uiv_H,8ew7_A,8a9q_B,8yxa_B,8rgl_A,1bm0_A,1ao6_B,1e7b_A,4n0f_M,5yb1_B,1n5u_A,2esg_C,4la0_B,6m58_A,6qip_A,3jry_A,8ew4_A,4k2c_A,7d6j_A,8j8e_I,4l8u_A,4emx_B,7wlf_A,5gix_B,4g04_B,2vue_B,1e7a_B,8itt_B,8rco_B,6xv0_A,4lb2_A,8a9q_A,7z57_A,1ysx_A,7wz9_A,2bx8_B,7dl4_A,8cks_A,2i2z_A,2bxb_A,4g03_A,2ydf_A,7aae_AAA,5x52_A,8vaf_A,7y2d_A,2bxf_A,7wok_B,3jqz_B,2vuf_A,7x7x_A,1e7h_A,2bxm_A,6yg9_A,4hgk_B,2bxd_B,2bxc_B,6m5e_B,4iw2_A,5ijf_A,5giy_A,7ffr_A,3b9l_A,1gnj_A,7wkz_B,5z0b_C,8yxb_A,6m4r_A,8yxa_A,2ydf_B,2bxk_A,4emx_A,1bm0_B,1e7a_A,2bxo_A,3a73_B,5id7_B,7woj_A,3tdl_A,1hk5_A,4l9k_A,6a7p_B,2bx8_A,8vac_A,8j8e_A,1hk4_A,2bxn_A,6a7p_A,2bxa_B,6l4k_A,6wuw_A,2bxc_A,3lu6_B,7djn_B,6m5e_A,1hk1_A,5yoq_A,2bxf_B,1h9z_A,7vr9_B,1e7e_A,7vr9_A,2bxq_A,7a9c_AAA,7eek_B,7ffs_A,8rgl_B,6m5e_C,4g03_B,8rgk_B,7vr0_A,5z0b_B,2xvq_A,4lb9_A,5fuo_A,8rcp_B,4k71_D,2xvu_B,4hgm_B,7eek_A,1e7i_A,3b9m_A,2xvw_A,2bxp_A,8k1y_A,5yoq_B,3uiv_A,2bxh_A,4n0u_D,3jry_B,6l4k_I,6je7_A,7djn_A,5ujb_A,2xvu_A,8itr_A,4k71_A,4n0f_J,2i30_A,2vue_A,4la0_A,4hgk_A,3lu8_A,2bxl_A,4g04_A,2bxe_A,5yb1_A,1ao6_A,8rco_A,2xw0_B,1e7b_B,3lu8_B,4n0f_G,6qio_A,4k2c_B,7wkz_A,2bxi_A,4lb2_B,4s1y_A,5ifo_A,5vnw_A,2xvv_A,1bke_A,4bke_A,4z69_A,4n0f_D,8rcp_A,1e7f_A,3lu7_B,7x7x_B,3jqz_A,2xvq_B,6r7s_A,4z69_I,5ujb_B,5vnw_B,8q3f_A,2xw1_B,1uor_A,5x52_B,1e78_A,1e78_B,7jwn_A,2xw0_A,9csg_A,1gni_A,8vae_A,6ezq_A,6m5d_A,8rgk_A,4l9q_B,3sqj_B,8ey5_A,1e7c_A,5gix_A,2bxb_B,2bxe_B,2vuf_B,5z0b_A,1e7g_A,8z8v_A,7d6j_B,8h0o_A,4iw1_A,2bxd_A,1bj5_A,3sqj_A
P09874	7s6h_C,7s81_J,7s68_A,7s6h_A,8g0h_A,7s81_B,4oqa_D,7s6m_C,7s6m_A,4opx_D,2jvn_A,4dqy_E,4opx_A,4oqb_D,4dqy_B,7s81_O,2riq_A,7s81_G,8g0h_C,4oqb_A,4oqa_A,4av1_C,2n8a_A,2l31_A,3ode_B,3ode_A,4av1_A,4av1_D,3odc_A,3odc_B,2cs2_A,4av1_B,3od8_H,3od8_G,3od8_E,3od8_A,7s81_A,3oda_B,3oda_D,4dqy_D,2dmj_A,3od8_D,3od8_F,3od8_B,3oda_F,3oda_C,4dqy_A,3oda_E,7s81_N,3oda_H,3oda_A,3oda_G,7s81_F,3od8_C,2l30_A,7s81_I,2cok_A,7scz_K,7scy_K,7ons_B,4hhy_A,5wry_B,5xst_A,7aad_A,7kk5_A,8g0h_B,7kk4_B,8g0h_D,5wrq_A,6vkq_C,1wok_C,5a00_A,6vko_A,5xsr_A,4opx_C,5kpp_B,6vko_D,6bhv_C,4uxb_B,7onr_A,8u4w_A,4pjt_B,5kpo_B,7s6h_B,4dqy_C,7kk3_B,5wrq_B,1uk1_B,5ws0_A,4opx_F,7ont_A,8u4w_D,8jnz_B,5xsu_B,6ghk_A,6nri_A,7ons_A,4gv7_D,6nrf_A,6vkk_C,4rv6_B,5kpn_A,5xsu_D,4pjt_A,7kk3_C,6nrh_A,6nrj_A,4zzz_A,1wok_A,5xsu_A,4uxb_A,5ha9_A,6nrg_A,7kk5_C,1wok_B,5ws0_B,8u4w_C,7aac_B,2rd6_A,4l6s_B,5ds3_A,6vkk_D,7aaa_B,4hhz_B,4dqy_F,4r5w_B,8he7_A,7kk5_D,3l3l_A,4oqa_F,5xsu_C,6vkq_A,3l3m_A,5kpn_B,4r5w_A,7ont_B,1wok_D,4xhu_A,5kpo_A,5kpp_A,1uk0_A,1uk0_B,6vkk_B,6xvw_A,4oqa_C,7cmw_A,4gv7_A,4und_A,8jnz_A,5ws1_B,4zzz_B,5kpq_A,4oqb_C,4gv7_C,7kk2_A,4rv6_C,6m3i_B,3gjw_A,4pjt_D,5wrz_A,4r6e_B,8hlr_B,7cmw_B,3gn7_A,6bhv_A,7aac_A,7kk3_D,4hhz_A,6bhv_B,7kk2_B,4oqb_F,5kpq_B,7kk3_A,5wtc_A,8fyy_A,4l6s_A,8he7_B,6vkk_A,7onr_B,5wtc_B,5wrz_B,4gv7_B,4hhz_C,8fz1_B,8u4w_B,8fyz_B,8fz1_A,8fyz_A,4r6e_C,2rcw_A,4rv6_D,7s6h_D,6vko_C,7s6m_D,7kk6_A,6vkq_B,6vko_B,7aaa_A,4pjt_C,6vkq_D,6ghk_B,4r6e_A,5ws1_A,5ha9_B,7aab_B,6ntu_A,5wry_A,7kk6_B,7kk4_A,4xhu_C,6xvw_B,7s6m_B,4rv6_A,4und_B,4r6e_D,7kk5_B,4hhy_B,6bhv_D,7aad_B,1uk1_A,8hlr_A,7aab_A,4hhy_C,7s81_C,2cr9_A,7s68_B,7s81_P
Q92797	3o2t_A,6v4x_J,4h3h_A,4h3k_A,3o2q_A,3odr_A,4h3h_D,3ods_A,3o2s_A,3o2q_D,4h3k_D
Q9P0L0	6tqr_D,6tqr_B,6tqr_C,2rr3_A,6tqr_A
O95696	7d0o_B,7d0r_B,7d0p_B,7d0s_B,7d0q_B,6mak_B,5gk9_B,2ku3_A,2lq6_A,5pvw_A,5ptz_A,5pq2_A,5pu6_A,5ps3_A,5pqu_B,5pre_B,5ppy_B,5pnx_A,5pok_A,5puy_B,5pw7_A,5pp3_A,5ptc_B,5poo_A,5pul_A,5pw6_A,5pt3_A,5pwa_B,5ppt_A,5prp_B,5pox_B,5prd_B,5pvx_A,5pvt_A,5ptv_B,5pq9_B,5ps0_B,5pos_B,5pr7_B,5puj_A,5ptg_B,5psr_B,5ptv_A,5pqh_A,5po4_A,5pow_A,5ppx_B,5pw5_A,5pul_B,5pu4_A,5psv_A,5pud_B,5po8_B,5poc_B,5ptw_B,5po0_A,5ppa_B,5puw_A,5pw3_B,5pr4_A,5pt4_B,5pp9_B,5pqu_A,5amf_A,5pr6_B,5pun_B,5psq_B,5pve_B,5ppn_A,5ps3_B,5pre_A,5pp0_A,5psb_B,5pvo_B,5pqn_A,5pph_A,5ps9_B,5pts_B,5ppw_B,5prj_A,5pq5_A,5poq_B,5psk_B,5ps9_A,5prr_A,5ptx_A,5pw0_A,5ppr_A,5puk_A,5ptl_B,5pub_B,5ps7_B,5pqq_B,5pp5_B,5pqa_B,5ptj_A,3rcw_B,5pu9_B,3rcw_D,5pso_B,5pqy_A,5pov_B,5pnz_A,5psp_B,5pvd_B,5pqc_A,5pov_A,5ppn_B,5pt0_B,5pw2_B,5puh_A,5pv9_A,5ptu_A,5pra_A,5ppx_A,5pug_B,5pph_B,5pqz_A,5pv3_B,5pt1_A,5pu4_B,5pqf_A,5ptt_B,5po6_A,5pqo_B,5ptf_A,5ppk_B,5pqp_A,5poy_A,5pvq_A,5pvn_A,5pp7_A,5pum_A,5pvc_B,5pvg_B,5pq9_A,5pw1_A,5pv5_B,5po3_A,5ptj_B,5psi_B,5po1_A,5pqo_A,5pup_B,5ppq_B,5pvs_A,5pqf_B,5ppt_B,5psl_B,5pvy_A,5pvg_A,5pp1_A,5pob_B,5pr8_B,5ppf_A,5pu5_B,5ppc_A,5pvx_B,5puf_B,5pqr_B,5ame_B,5poi_B,5poo_B,5ps5_A,5psc_B,5ppb_B,5puo_B,5pus_B,5pvt_B,5pub_A,5pqb_B,3rcw_C,5pua_B,5pvc_A,5prr_B,5pr2_A,5po3_B,5pvr_B,5pou_B,5pou_A,5pv8_A,5pse_A,5pvw_B,5pob_A,5psx_A,5pux_B,5pru_A,5prq_A,5puw_B,5po5_A,5put_B,5pu1_B,5prk_B,5pus_A,5psg_B,5pqd_B,5pua_A,5ptn_B,5pv2_B,5prp_A,5pp8_A,5poj_B,5psz_A,5pw1_B,5pt5_A,5pt7_A,5psv_B,5ptk_B,5pr8_A,5prs_A,3rcw_E,5pt6_B,5po9_A,5pt2_A,5puq_A,5pqm_A,5pvo_A,5ps4_A,5ptl_A,5pqj_B,5pri_A,5pp2_B,5pq1_B,5psq_A,5pvv_B,5pqv_B,5pvz_A,5pw0_B,5psy_B,5pt7_B,5pr1_A,5pvd_A,5prg_B,5ptx_B,5pow_B,5ptb_A,5pvf_B,5ptk_A,5pro_B,5pu0_A,5pvk_A,5pp1_B,5psg_A,5prl_B,6in2_A,5pq8_B,5pro_A,5pp3_B,5pu6_B,5ptf_B,5prq_B,5pu8_A,5poa_A,5ptm_A,5pqs_A,5pot_B,5pue_A,5pqk_B,5pte_A,5puc_B,5psy_A,5pqt_B,5puf_A,5pvs_B,5prv_A,5psh_B,5pw8_B,5ptb_B,5psf_A,5pr9_A,5pum_B,5pq3_A,5pvy_B,5pt3_B,5ppk_A,5ppd_A,5pu7_A,5ptr_B,5pvq_B,5prt_B,5ppi_A,5pup_A,5prd_A,5pw4_A,5pqc_B,5ppz_B,5prm_B,5ptu_B,5pqn_B,5pra_B,5pv4_A,5pon_B,5prh_A,5puv_A,5puu_B,5ps8_B,5ps6_B,5ppm_B,5pss_B,5pql_A,5po0_B,5pq7_B,5prh_B,5pug_A,5pqx_B,5pqy_B,5amf_B,5pos_A,5psj_A,5ppe_A,5psx_B,5ps1_B,5pq5_B,5pqi_A,5pr4_B,5pur_A,5ppa_A,5po2_A,5prg_A,5prb_B,5pon_A,3rcw_F,5pv0_B,5ps4_B,5pu8_B,5psa_B,5pom_A,5pvp_B,5ppp_A,5pu3_B,5pv6_B,5prb_A,5pt8_B,5pvr_A,5pt0_A,5ps7_A,5pq2_B,5poz_A,5ppz_A,5pqr_A,5po8_A,5pof_A,5pqi_B,5pof_B,5prm_A,5prv_B,5po7_A,5pt2_B,5psd_A,5ppw_A,5pvj_B,5pvh_B,5poz_B,5pq1_A,5poa_B,5pr5_B,5psz_B,5ppr_B,5psp_A,5poq_A,5ppb_A,5pw9_A,5pog_A,5pry_A,5pvp_A,5pvl_B,5pny_B,5ptg_A,5pud_A,5pw5_B,5ptm_B,5pv9_B,5pvn_B,5pvm_B,5ptq_A,5pqd_A,5ame_A,5ppy_A,5pny_A,5pp7_B,5pt9_B,5pwb_A,5puk_B,5ppi_B,5pqg_A,5pqm_B,5ps6_A,5psl_A,5pst_B,5pp2_A,5pt8_A,5pss_A,5pqe_A,5pv1_A,5pod_B,5pr0_B,5fg6_A,5pto_B,5prk_A,5ptz_B,5psw_B,5poe_A,5pqw_B,5ptn_A,5pop_B,5po1_B,5po6_B,5psd_B,5pta_B,5pt1_B,5pur_B,5ppf_B,5pop_A,5pq3_B,5puz_A,5pte_B,5ppe_B,5pp5_A,5pu9_A,5puu_A,5pvb_B,5pw7_B,5puv_B,5pp6_B,5ppl_B,5pth_A,5pv1_B,5pw8_A,5pw4_B,5ptc_A,5ppq_A,5pwb_B,5ppo_B,5pu1_A,5pvb_A,5ppj_A,5pnx_B,5puq_B,5psa_A,5pr7_A,5ps8_A,5pq0_A,5pom_B,5pog_B,5pto_A,5puj_B,5pva_B,5pv6_A,5psm_B,5ppm_A,5pw3_A,3rcw_G,5pps_A,5puy_A,5pq4_A,5ppu_A,5psr_A,5pox_A,5psi_A,5ppl_A,5pu2_B,5ps0_A,5pst_A,5prw_A,5prw_B,5po5_B,5psu_B,5poh_B,5prf_B,5pru_B,5psc_A,5pu0_B,5put_A,5pr9_B,5pt4_A,5pps_B,5pv4_B,5pvu_A,5po9_B,5pva_A,5prt_A,5n49_B,5pq8_A,5pql_B,5psn_B,5pvj_A,5pta_A,5n49_A,5pq7_A,5pu5_A,5pui_B,5pt5_B,5po4_B,5prz_A,5ptr_A,5pot_A,5ps2_B,5pqg_B,5por_A,5pp9_A,5pqk_A,5pqw_A,5psj_B,5psb_A,5pr2_B,5pu7_B,5pqv_A,5ppg_B,5pqe_B,5pue_B,5pvl_A,5ppg_A,5pod_A,5pqj_A,5ppd_B,5pv2_A,5ps2_A,5pq4_B,5pw6_B,5pq6_A,5ppc_B,5po2_B,5pw9_B,5pqz_B,5pol_B,5pv5_A,5poi_A,5pt9_A,5pv7_A,5psf_B,5pol_A,5poc_A,5psh_A,5pqq_A,5puz_B,5pux_A,5prx_A,5pr5_A,5ptt_A,5pqb_A,5pty_B,5pvk_B,5pvm_A,5pvz_B,5pq0_B,5pqa_A,5pqp_B,5por_B,3rcw_A,5poe_B,5pty_A,5pr0_A,5pp6_A,5pqt_A,5poh_A,5ps5_B,5pok_B,5pri_B,5pth_B,5ps1_A,5ppp_B,3rcw_H,5pv0_A,5pt6_A,5ptw_A,5prf_A,5pp4_B,5pun_A,5pvh_A,5ppj_B,5pqx_A,5psw_A,5prx_B,5poy_B,5psm_A,5pse_B,5po7_B,5poj_A,5prz_B,5pr6_A,5pp0_B,5pry_B,5pui_A,5pu3_A,5pq6_B,5pvi_A,5pw2_A,5puh_B,5pv7_B,5ppv_B,5pv3_A,5pqs_B,5ppo_A,5pr1_B,5ptq_B,5pqh_B,5pwa_A,5psn_A,5pvi_B,5pp8_B,5pp4_A,5pts_A,5pv8_B,5puc_A,5ppu_B,5pve_A,5psk_A,5ppv_A,5puo_A,5prl_A,5pu2_A,5pvv_A,5prj_B,5prs_B,5psu_A,5pso_A,5pvf_A,5pnz_B,5pvu_B,7lh9_D,7lh9_C,4z02_B,3lyi_B,7lh9_A,3lyi_A,4z02_A,7lh9_B
O00764	4eoh_A,2ajp_B,2f7k_B,3fhx_A,3fhx_B,2yxt_B,3fhy_A,3keu_A,8wr2_A,8wr2_B,3keu_B,4en4_B,2yxu_B,4en4_A,2f7k_A,3fhy_B,2yxt_A,4eoh_B,2yxu_A,2ajp_A
Q7TPH6	3gbw_A,3hwj_A,3hwj_B
Q9NRJ3	6cws_A
Q9NSA1	6m6e_A,6m6f_A,5vaq_C
P28566	8ugy_R
Q3V0Q6	8i7r_S,8to0_AZ,8iyj_K3,8iyj_D,8i7r_T
Q06787	2bkd_N,4qw2_A,4qvz_B,4ova_A,4qw2_B,4ova_C,4qvz_A,4ova_D,4ova_B,2qnd_B,2qnd_A,2fmr_A
Q86V25	6j4q_J,6j4v_A,6j4p_A,7zcw_C,6j4o_A,6j4q_F,6qby_A,6qby_C,6j4q_C,6j4q_A,6j4s_A
Q9Y251	5e98_B,7yi7_B,5l9y_B,8ohq_BBB,8e08_B,8e07_B,5e97_B,8b0b_BBB,8cqi_B,6zdm_BBB,8b0c_BBB,7pr7_B,7rg8_B,8ohr_BBB,8jyg_B,7yjc_B,5e8m_B,5e9b_B,7prt_B,5l9z_B,8bac_BBB,5e9c_B,7pr8_B,7rg8_A,7prt_A,5l9y_A,5e9b_A,5la7_A,5la4_A,8e07_A,8bac_AAA,5e98_A,8b0b_AAA,5l9z_A,5e8m_A,7yi7_A,8ohq_AAA,6zdm_AAA,8jyg_A,5e97_A,7pr7_A,8e08_A,7yjc_A,8cqi_A,5e9c_A,8ohr_AAA,7pr8_A,8b0c_AAA
Q6ZUM4	3pp2_B,3pp2_A
Q9H3M9	3o65_A,3o65_G,3o65_C,3o65_E
Q8C172	1x2m_A
P05113	8tld_C,3qt2_E,3qt2_D,3qt2_F,1hul_B,1hul_A,3va2_A,3qt2_C,8tld_D,3va2_B
P62947	7ls1_h2,6swa_l,7cpu_Ln,7cpv_Ln,7ls2_h2
P32322	8td7_A,8td9_E,8tdb_D,8vre_E,8tdd_C,5uat_A,8td3_C,2gra_E,8tdb_B,8td4_C,8td8_E,5uaw_B,6xp2_A,5uav_E,8td3_A,8td0_B,8td7_B,6xp1_E,8td4_A,8tcw_A,8td6_A,8tcy_A,5uax_A,8tcz_D,6xp2_E,8dkg_C,2izz_C,8tcx_D,8vre_C,2ger_D,2ger_B,8tcx_C,8td9_C,8td6_B,2izz_B,5uax_C,8td5_A,8tcw_B,5uau_D,8td5_E,2gra_C,6xp2_B,8tdd_B,6xp1_C,8tcu_A,5uax_B,8td7_C,8tcv_E,8tcw_C,8td3_D,2gra_A,5uat_D,5uav_B,8td8_A,8tdd_E,5uaw_D,6xp3_D,5uax_D,8vre_B,8td2_E,2ger_E,8td6_C,6xp0_C,5uat_C,6xp0_A,6xoz_D,6xp3_E,8td1_E,8td7_D,6xp0_E,8td2_D,6xp3_B,8td5_B,8td1_B,2izz_E,5uaw_C,8tcz_A,8td8_D,8tdb_A,8td4_D,6xoz_E,5uav_D,8tcu_E,8tcv_C,8tcu_B,8td0_C,8td7_E,2gr9_A,8tcz_E,6xp3_C,6xp1_A,8tcu_C,5uau_A,8tcu_D,5uau_C,8tdb_E,8vre_A,8tdc_E,8td9_A,8tdd_A,5uav_C,6xp0_D,8dkg_E,8dkg_B,6xoz_B,8td4_E,8td6_D,8tdd_D,5uaw_A,8tcx_E,6xp0_B,6xoz_C,6xp2_C,8td6_E,8tcv_A,5uax_E,8tdc_D,8td8_B,8vre_D,5uau_E,8td9_B,8tcz_C,8td1_C,6xp3_A,8tcy_B,5uaw_E,8td0_D,2gr9_B,8tdb_C,8tdc_B,8td1_A,2gr9_E,8tcx_A,8td2_C,2gra_B,8tcv_D,8dkg_D,8tcw_D,8tcy_C,8tdc_A,8tcy_D,6xp1_B,2gr9_C,8tcy_E,5uat_B,5uat_E,8td4_B,2izz_A,8dkg_A,2gra_D,8td0_A,2ger_A,5uav_A,8tcw_E,6xp2_D,8td8_C,6xoz_A,8td1_D,8td2_A,8td2_B,5uau_B,8td5_D,8tdc_C,2ger_C,8td3_E,2gr9_D,8tcv_B,8tcx_B,8td0_E,2izz_D,8td3_B,8tcz_B,6xp1_D,8td5_C,8td9_D
